Organization 1,Organization 2,Distance
O79235,O47942,77
O72249,O37061,52
O78507,O20656,41
O92389,O24928,90
O3326,O1497,82
O29406,O11953,34
O53394,O82868,28
O60893,O66567,11
O73277,O32117,37
O15577,O57691,27
O17613,O62508,1
O76137,O26079,29
O94083,O97355,39
O39630,O57875,68
O18082,O58428,58
O17206,O41821,47
O78665,O63625,57
O21377,O44320,70
O33408,O70436,78
O35852,O99263,38
O99428,O44582,22
O13318,O94388,43
O87048,O63606,57
O60887,O23007,46
O70573,O74441,78
O98042,O98778,88
O55397,O20988,93
O45814,O97346,42
O22745,O6727,98
O18164,O80041,18
O44496,O55844,10
O83515,O11472,36
O91277,O4665,73
O97312,O79966,84
O85029,O16124,83
O63707,O67147,56
O49647,O5780,63
O89413,O19917,93
O24234,O61773,47
O13930,O55695,24
O74355,O85341,8
O36122,O95689,72
O7853,O9001,40
O8227,O71098,70
O19891,O41304,1
O49103,O10614,56
O28091,O39467,34
O13854,O28513,14
O51596,O63035,3
O86200,O40389,7
O11863,O74374,91
O72510,O45772,59
O65382,O2772,40
O29057,O1882,5
O3540,O91641,77
O17509,O90310,19
O74294,O34528,65
O61208,O1824,13
O60748,O78655,87
O71583,O41395,81
O64621,O2156,31
O53000,O22541,16
O80270,O38014,54
O62572,O43534,4
O33111,O96461,52
O54420,O39166,83
O82453,O51339,5
O35860,O55219,7
O1201,O4775,99
O74995,O7679,76
O33932,O40552,37
O14765,O54679,38
O140,O74980,34
O97825,O85724,76
O92814,O51411,79
O17914,O84360,75
O74995,O75072,68
O71701,O77199,10
O28498,O40235,44
O8448,O63313,26
O97123,O6642,91
O8942,O909,63
O40927,O21557,47
O99296,O66802,76
O41878,O88570,15
O28849,O45015,51
O8090,O27106,2
O13517,O99890,17
O84171,O68041,1
O4208,O59180,14
O28746,O80608,40
O40186,O23582,4
O95739,O1054,5
O46460,O35822,15
O64200,O3643,83
O9124,O44969,26
O3023,O93411,47
O13181,O40339,89
O51228,O56713,65
O57082,O35835,87
O79755,O76316,4
O47279,O79184,37
O52998,O32064,9
O74399,O95529,42
O18585,O77014,100
O8901,O52434,46
O86050,O61790,14
O62818,O41987,55
O61475,O80059,78
O87009,O39903,89
O19485,O86031,68
O62078,O50093,84
O43611,O61401,54
O46746,O71113,71
O34842,O26683,75
O39646,O26432,96
O2373,O17894,100
O17607,O3606,78
O85447,O50799,13
O45968,O19251,20
O20446,O30019,34
O4930,O78570,87
O23327,O42684,77
O96594,O31823,8
O87094,O14476,35
O43945,O22447,34
O67712,O69414,75
O77400,O7416,6
O91921,O11046,27
O23779,O37156,43
O22535,O99427,82
O80034,O57852,39
O54616,O30058,9
O9197,O9374,53
O70849,O2661,22
O74956,O57033,34
O67617,O89019,56
O93884,O27083,29
O48447,O5006,69
O59195,O23919,2
O94632,O92911,16
O29201,O13732,76
O39101,O36518,72
O42102,O45470,95
O24953,O80451,92
O76333,O59463,100
O78415,O22843,81
O47539,O90048,75
O3504,O48415,4
O38825,O86456,37
O26850,O86542,58
O64015,O48403,65
O91928,O23181,62
O27561,O42902,69
O88611,O60150,49
O8024,O39128,8
O26424,O47020,42
O88006,O32105,82
O65947,O56461,84
O75292,O57832,86
O14147,O49659,2
O21099,O77552,97
O57845,O8021,52
O72749,O37417,5
O34097,O35932,57
O45286,O15718,78
O28398,O13147,91
O68267,O23616,56
O70729,O71166,86
O36924,O40473,73
O75191,O57508,15
O59488,O58394,90
O74729,O9825,80
O38731,O44150,83
O54525,O61083,53
O52749,O27728,46
O87110,O73179,57
O65814,O47326,56
O59334,O87832,8
O89201,O32550,50
O19946,O67586,4
O50890,O8576,43
O76125,O52020,82
O71824,O84873,24
O88766,O24149,2
O38997,O19367,50
O18737,O47287,59
O94485,O75739,69
O84225,O89567,28
O83023,O20079,78
O12506,O34561,12
O69578,O65708,37
O95381,O86636,55
O9313,O59839,94
O17697,O76913,6
O44673,O51346,71
O45937,O56740,72
O33756,O64504,25
O63755,O17283,69
O96658,O47165,59
O19120,O70621,100
O69234,O26326,15
O48598,O75170,18
O33896,O52549,24
O91292,O84895,80
O24991,O59847,74
O69121,O36065,12
O85995,O8268,98
O73102,O1784,4
O59537,O69612,9
O53807,O38972,63
O55867,O50628,69
O62193,O166,87
O13916,O79834,26
O27477,O78822,21
O95556,O58069,11
O27713,O35656,19
O4175,O26793,51
O2044,O72044,50
O91302,O96801,81
O22139,O40360,39
O11373,O62295,90
O28311,O94952,65
O23916,O459,2
O6441,O34266,92
O57670,O26798,7
O12394,O72754,34
O96293,O84389,37
O88981,O95451,82
O66866,O39762,23
O48371,O41451,88
O39005,O84486,33
O45708,O54526,92
O84608,O74766,72
O45923,O50092,31
O28182,O20444,54
O8858,O47031,32
O59008,O77570,14
O99696,O60872,19
O30887,O92415,14
O66428,O32883,29
O87485,O58963,78
O46679,O71986,35
O68083,O82477,50
O31158,O88715,16
O84539,O48752,91
O22187,O13219,80
O20385,O40187,25
O30421,O68519,54
O28299,O34649,30
O83638,O48874,27
O19830,O25139,9
O1464,O18469,5
O27268,O42253,89
O34186,O9611,95
O97381,O88419,89
O75452,O38120,18
O69569,O50591,49
O21515,O90911,91
O16463,O15261,57
O41462,O78773,31
O54167,O5346,7
O66732,O59280,47
O50351,O79910,76
O54098,O62229,59
O99088,O12566,54
O67620,O54442,54
O34434,O67167,61
O31568,O53870,97
O73913,O22412,43
O92822,O41193,58
O58593,O5038,20
O34655,O97279,98
O11980,O30357,16
O87319,O54615,85
O28989,O93297,78
O34450,O7265,23
O37564,O64783,85
O50452,O52666,87
O97212,O55685,52
O84149,O72719,44
O50283,O40912,73
O37183,O50307,18
O84585,O8490,93
O90756,O93312,30
O1548,O62659,53
O8254,O75937,88
O10918,O75048,14
O64458,O71008,85
O28133,O12969,16
O96017,O14627,87
O90428,O93576,82
O36280,O33662,69
O58771,O27218,32
O76360,O21863,77
O26601,O4274,37
O19522,O12150,15
O2733,O72737,100
O66543,O67036,66
O32307,O8712,13
O75733,O2985,57
O33190,O93706,15
O17890,O20623,76
O95909,O18723,65
O45345,O82667,85
O72964,O77134,56
O66377,O87774,36
O92683,O38964,1
O69133,O32467,77
O68738,O84590,35
O99548,O89838,20
O15314,O36298,44
O41757,O15903,4
O5976,O76124,2
O71208,O22422,78
O24651,O68738,53
O91099,O36490,70
O44125,O9669,30
O41040,O92040,83
O81226,O45948,14
O63086,O37155,99
O68480,O73307,19
O95668,O15804,39
O30130,O15117,14
O4012,O78807,77
O42516,O58972,51
O58360,O90010,50
O45472,O18232,10
O22229,O86608,60
O40916,O16188,64
O65164,O32543,52
O77129,O6095,49
O55551,O81232,43
O16535,O81211,71
O7856,O94140,75
O71060,O46623,22
O69602,O75282,8
O85681,O68270,89
O57884,O14405,80
O36430,O86441,37
O59910,O48511,42
O23159,O12143,39
O66830,O91583,34
O92807,O70424,2
O40372,O98683,36
O7023,O91013,25
O50380,O72327,44
O46106,O95285,22
O26170,O82398,17
O88878,O25312,44
O29383,O42278,51
O42409,O88873,88
O81083,O72543,84
O11133,O485,59
O20438,O64959,23
O52115,O25663,14
O5867,O97672,56
O36356,O42,93
O32600,O81161,8
O65628,O31577,99
O44420,O5912,25
O39228,O52279,18
O82131,O70918,63
O510,O75166,100
O18170,O34162,64
O55804,O91586,19
O33477,O60495,33
O44736,O92270,97
O25614,O37554,14
O59247,O80992,35
O24082,O51060,19
O62872,O53230,87
O85691,O70597,22
O6089,O96059,84
O78778,O4405,7
O43930,O26973,24
O29563,O56261,50
O77243,O53106,72
O23168,O77660,66
O10209,O35938,15
O19484,O50003,14
O80022,O58431,18
O15111,O91898,30
O23337,O91770,97
O13834,O36870,18
O60710,O15159,15
O55946,O86237,21
O30052,O8153,76
O36983,O65972,67
O6847,O49977,62
O23724,O83793,67
O96667,O68235,38
O34939,O24782,72
O90717,O13172,61
O65848,O96517,48
O62845,O69707,99
O56082,O61114,96
O44207,O74329,31
O82976,O3831,58
O38659,O57165,24
O6788,O32190,47
O92243,O95203,28
O10687,O85992,24
O57247,O92227,72
O66181,O71626,62
O24694,O99606,99
O39818,O57877,25
O20391,O49206,79
O84009,O72615,79
O97582,O35834,75
O58186,O89175,67
O79912,O94788,29
O90358,O62526,22
O99400,O87355,7
O84199,O71435,87
O37283,O11151,82
O24432,O56829,27
O55498,O80106,90
O66110,O4177,71
O60955,O65641,30
O65251,O24722,66
O95137,O71728,66
O16299,O57661,14
O54658,O30091,9
O46089,O87485,74
O71883,O45759,15
O79431,O51419,35
O12832,O20717,29
O31307,O19703,22
O34310,O54459,57
O55118,O76837,35
O41171,O91868,13
O39227,O20976,2
O18147,O96940,15
O94475,O76320,20
O6642,O47686,23
O48063,O87064,84
O2377,O17000,32
O11674,O87831,41
O83069,O72837,91
O5197,O38425,45
O23176,O24881,37
O95357,O1055,94
O29490,O55777,41
O28738,O74,87
O13885,O90100,36
O44267,O42279,10
O50606,O50937,75
O62689,O80300,50
O4006,O46165,21
O68553,O54573,46
O89038,O71736,20
O82308,O97374,55
O60569,O81821,86
O20737,O61283,40
O9212,O57700,7
O81414,O14294,30
O91769,O62378,7
O42472,O16681,56
O71871,O21607,88
O72614,O99214,13
O78006,O84197,64
O98459,O19061,1
O80388,O67062,10
O36977,O24264,75
O27709,O75012,99
O55420,O28832,20
O42531,O20291,20
O44006,O86012,34
O88692,O78289,22
O29136,O97065,75
O913,O66921,61
O69588,O39575,16
O25403,O97714,85
O64355,O33275,75
O79328,O65890,2
O9675,O6537,81
O43752,O21911,91
O18505,O47458,51
O18495,O60402,12
O38551,O66339,64
O28135,O51419,30
O64200,O32609,83
O11465,O67145,92
O32765,O70721,17
O88216,O41974,90
O3821,O60,16
O18250,O66960,78
O11990,O29948,45
O60177,O57917,94
O86277,O57031,63
O33742,O4872,100
O39806,O55487,99
O95180,O74355,77
O18508,O4058,39
O21754,O94572,8
O97074,O97880,96
O86201,O97261,64
O42333,O20539,34
O18992,O12994,41
O89238,O48360,62
O59819,O63244,71
O53918,O14604,29
O29786,O29274,23
O2278,O61869,87
O99619,O56962,78
O43657,O80861,17
O49759,O13393,67
O99250,O95591,1
O95093,O7476,37
O51083,O59168,89
O36933,O97450,15
O21438,O97629,72
O45494,O82186,74
O93515,O46095,15
O37206,O41729,27
O6914,O21480,96
O23212,O28721,12
O40653,O87855,15
O36491,O91186,35
O70234,O88005,25
O7096,O38343,4
O64707,O21429,40
O72107,O82352,7
O54026,O92051,11
O13322,O31933,80
O20829,O95402,58
O23975,O18086,82
O2997,O23825,4
O8977,O54532,56
O44170,O60294,23
O60866,O26374,84
O13721,O78034,29
O82344,O75789,100
O31719,O22336,48
O72496,O67705,92
O98726,O22354,37
O91377,O42697,39
O72602,O99069,48
O50282,O68952,30
O37760,O61479,38
O94437,O22135,97
O99806,O96886,70
O65488,O81018,29
O71537,O29441,30
O79597,O81568,37
O2280,O69058,74
O53845,O16141,38
O13463,O35915,17
O82429,O26918,84
O92061,O6560,59
O45806,O71324,50
O16937,O75565,44
O28949,O1299,27
O40072,O67350,94
O61660,O46147,98
O96088,O81617,41
O92599,O38520,59
O5872,O3983,42
O28958,O15874,4
O27553,O67708,40
O18788,O2812,31
O25178,O61987,86
O80014,O7217,11
O76916,O59442,35
O29856,O49629,34
O93260,O85844,77
O53101,O51345,23
O82926,O49499,9
O63557,O21723,43
O42889,O84889,41
O29585,O60835,50
O3400,O45123,80
O63272,O12877,98
O84076,O51325,54
O61056,O62548,33
O14129,O94979,93
O29867,O55584,88
O10867,O75082,84
O12431,O90326,55
O81698,O78866,22
O81520,O44691,82
O69750,O8467,58
O55828,O7887,33
O34844,O10975,75
O42214,O47461,98
O20510,O53709,45
O26225,O54487,67
O59825,O52678,66
O66498,O12047,38
O29786,O74952,81
O33368,O3984,73
O31811,O26854,82
O35757,O7261,24
O34755,O40781,90
O74968,O26075,51
O56716,O85982,84
O55103,O87342,10
O75209,O11766,56
O4875,O93098,71
O69299,O98705,66
O9736,O19784,48
O45009,O65612,12
O47898,O14565,42
O3320,O2848,66
O69534,O77758,73
O54619,O43910,74
O8272,O58789,58
O37225,O91623,11
O15644,O99893,64
O41530,O38421,45
O67778,O64859,55
O80083,O68587,32
O73753,O5212,47
O86858,O1032,67
O71851,O99974,73
O84975,O28041,41
O93520,O72968,36
O40571,O60341,51
O48035,O1263,56
O96003,O88374,27
O92184,O22531,37
O11962,O47219,3
O63051,O63219,86
O72811,O58081,35
O92816,O8015,94
O58815,O32736,58
O37873,O5278,95
O54746,O84986,57
O42501,O66008,24
O77931,O95561,10
O2952,O4323,69
O67261,O57441,78
O70586,O33841,5
O12233,O89450,98
O62769,O60212,18
O94178,O31791,79
O35965,O4616,94
O27928,O95596,32
O25168,O9088,24
O36639,O2552,20
O50016,O69462,75
O12443,O24730,5
O4178,O74406,92
O73639,O67256,41
O11304,O14632,25
O9732,O26958,67
O44208,O81786,29
O80032,O49788,61
O63618,O6203,13
O38500,O99916,33
O87735,O97748,47
O74067,O66570,1
O30283,O72556,36
O37570,O39730,54
O7923,O90568,53
O5289,O6608,94
O83195,O54574,14
O13175,O14468,54
O27792,O38795,65
O36719,O19340,79
O59392,O21821,1
O90584,O94009,91
O56800,O88933,18
O67293,O11412,6
O92011,O87025,20
O15099,O3275,4
O86033,O5915,11
O29752,O5443,70
O16883,O60138,28
O32474,O25867,28
O42783,O52295,58
O40977,O71555,61
O62314,O73811,78
O58043,O34579,4
O28925,O33589,63
O99574,O58911,76
O13026,O51951,17
O8853,O49663,58
O16229,O66467,53
O89639,O70343,2
O32459,O48301,4
O36150,O16723,27
O58133,O66938,4
O94755,O70038,61
O55491,O33978,60
O5127,O84911,45
O9822,O38398,3
O71818,O42525,17
O15902,O65585,27
O64147,O2420,62
O74110,O69076,10
O5686,O31088,50
O49884,O1077,22
O1497,O58647,94
O20962,O9534,8
O71870,O997,91
O75063,O38546,95
O3817,O30992,61
O84326,O35101,68
O85762,O91460,63
O37970,O53011,80
O18628,O72967,16
O47061,O38244,74
O86775,O9371,50
O6376,O84214,10
O68269,O56568,44
O27307,O39722,94
O59011,O63371,38
O38103,O79241,63
O3853,O54807,19
O70921,O14942,34
O3999,O58219,49
O21631,O40733,96
O59212,O36552,7
O62674,O6196,88
O41257,O81498,7
O6736,O45156,6
O24401,O1488,53
O58883,O21327,38
O59048,O95601,52
O5930,O26592,80
O48853,O63818,94
O31126,O57332,25
O50892,O59062,79
O39967,O88826,58
O62018,O93733,26
O95527,O75830,13
O43556,O50607,22
O9109,O97439,15
O1103,O26449,98
O31371,O68078,76
O9252,O70443,77
O41265,O2651,10
O63243,O13444,6
O70907,O81231,31
O55714,O44604,92
O33444,O9069,89
O71030,O45504,85
O147,O20033,28
O18936,O44482,4
O51456,O63619,31
O97621,O62355,33
O18017,O92388,58
O84313,O79953,79
O13757,O41037,76
O68736,O15728,39
O55767,O84693,91
O99541,O6129,51
O24797,O60033,29
O89947,O97844,38
O91135,O79211,98
O51287,O82209,79
O75680,O46648,63
O98699,O75130,35
O57748,O74504,81
O9256,O68224,69
O71817,O88754,98
O98654,O37676,94
O74470,O60757,78
O2030,O47040,100
O97053,O78670,15
O60731,O94272,83
O2219,O36627,36
O32803,O82507,3
O78452,O54206,89
O75878,O28256,47
O62229,O23898,100
O65756,O61357,12
O64550,O19093,18
O45608,O81032,75
O97329,O60833,69
O64479,O34253,49
O68718,O19606,77
O46682,O92848,77
O14094,O38328,28
O76884,O78184,1
O62597,O47938,14
O27473,O77975,51
O23600,O60708,93
O11860,O8103,2
O77836,O62631,5
O16794,O35524,15
O28645,O48192,27
O47052,O50688,1
O32580,O12183,48
O96197,O82150,15
O9785,O4090,32
O72746,O14045,28
O41681,O57125,12
O71436,O20330,23
O48572,O50353,77
O64530,O7648,81
O55376,O53658,96
O35972,O29869,80
O65252,O93742,81
O62174,O118,39
O80102,O81267,18
O95892,O20456,31
O26967,O89240,85
O89939,O30634,18
O29883,O30410,80
O90805,O4549,40
O24658,O69246,9
O49075,O97123,35
O76657,O93750,37
O71493,O45294,69
O99882,O74135,39
O44818,O98041,38
O66493,O64557,41
O26110,O43304,53
O99674,O71045,91
O52361,O90492,3
O83800,O8030,36
O65104,O79729,36
O7951,O41933,39
O62739,O12368,14
O70928,O4582,75
O87338,O27307,10
O26637,O21755,91
O89153,O16170,32
O2746,O91522,35
O78347,O43822,32
O53796,O56740,79
O42891,O46214,53
O11806,O33846,44
O69752,O18177,76
O87822,O57653,23
O39478,O4083,46
O8620,O59503,65
O65862,O35817,80
O96581,O326,50
O22269,O1438,26
O24246,O28033,26
O47421,O40959,52
O40951,O79638,48
O86553,O8406,16
O41185,O61407,87
O13565,O17819,14
O78445,O56650,36
O76367,O42149,35
O92314,O5727,4
O89933,O10014,98
O96858,O69094,26
O16675,O76859,85
O17920,O42934,4
O39717,O55355,6
O43596,O45939,54
O45084,O61157,73
O79734,O38217,64
O55701,O11186,10
O27724,O4711,83
O83673,O35527,16
O7605,O31769,82
O92006,O24076,99
O91958,O26425,38
O89917,O779,43
O56096,O57301,90
O18534,O52984,27
O9565,O76024,13
O98742,O17889,95
O79347,O38830,49
O91399,O36116,93
O95824,O55568,52
O23017,O96557,53
O79405,O20684,33
O63232,O82382,65
O68699,O62165,22
O39184,O94364,98
O95662,O35942,79
O61098,O7011,93
O76585,O66721,44
O46080,O68019,28
O60743,O39951,91
O37815,O67937,68
O21472,O12633,30
O27397,O50886,48
O26783,O10053,74
O13378,O91793,18
O35626,O31727,5
O6183,O21557,86
O78831,O65845,92
O85631,O34597,51
O82938,O41653,15
O57492,O33636,29
O12488,O74264,74
O55367,O72383,51
O68723,O28305,75
O54838,O17418,54
O58704,O75633,77
O8371,O59295,28
O63231,O17234,57
O84461,O23948,98
O66226,O78147,67
O25925,O73637,13
O57387,O80368,92
O87011,O62934,47
O99296,O70000,32
O72967,O4355,43
O34857,O97357,39
O15683,O17264,58
O67246,O43812,55
O25534,O50330,82
O874,O12249,59
O43590,O43349,89
O77802,O72279,58
O92640,O24219,71
O393,O79314,60
O1949,O66420,53
O15905,O16859,52
O44893,O76344,6
O459,O1063,21
O39991,O22781,36
O3561,O78869,5
O99016,O48820,76
O9901,O20099,12
O2648,O94503,29
O18379,O54544,61
O46662,O80543,43
O98450,O51217,82
O44017,O13597,63
O53896,O75402,33
O20625,O87490,33
O68449,O7472,86
O23103,O56391,78
O50436,O15425,98
O99729,O87391,85
O48673,O76818,38
O12953,O96809,86
O9867,O90920,41
O4366,O43526,28
O96337,O65606,22
O7448,O24722,95
O16291,O69063,28
O9339,O57439,26
O86519,O62189,30
O19149,O85667,4
O18404,O45509,42
O34137,O81743,21
O14349,O86382,33
O50694,O96022,92
O1404,O794,90
O54612,O75309,85
O40866,O10307,65
O57597,O13794,25
O96031,O72447,20
O67683,O44925,1
O62922,O87352,35
O40366,O52763,51
O97526,O28801,7
O36124,O98493,52
O22858,O818,98
O59216,O29670,10
O15069,O73593,81
O43280,O73847,61
O86991,O22307,74
O38727,O86286,57
O68328,O22681,16
O79637,O48172,18
O82217,O36121,74
O13324,O61564,93
O11271,O98050,55
O66166,O7843,60
O57872,O17839,88
O75031,O90605,90
O74174,O50687,61
O47737,O81813,42
O85408,O13812,78
O81021,O60537,17
O846,O50089,98
O91413,O81454,72
O31316,O89659,47
O90017,O33037,1
O44495,O66293,97
O66070,O60435,27
O2443,O24069,83
O55562,O7484,65
O46339,O88763,62
O5641,O57191,70
O49933,O51915,82
O59069,O27107,50
O47374,O21260,84
O28704,O71165,19
O76869,O31435,91
O56741,O98239,84
O12122,O35837,62
O55864,O4234,97
O69894,O24558,15
O60990,O64091,66
O61858,O2640,42
O39762,O73135,81
O21670,O77638,26
O94142,O22028,69
O76254,O82538,57
O44270,O87038,7
O51468,O69606,3
O58228,O31910,44
O21739,O80548,77
O69137,O90395,14
O23148,O91596,56
O10358,O78235,98
O51666,O91962,74
O73045,O86255,42
O46189,O4336,34
O91164,O97380,57
O58538,O39162,11
O21520,O57687,96
O29525,O51561,55
O1396,O20433,49
O26726,O46164,30
O98571,O1658,98
O23156,O40080,52
O47277,O34002,76
O30941,O65534,55
O64627,O60175,50
O39371,O91115,64
O35310,O22628,88
O62595,O96416,29
O74963,O52748,72
O97054,O3189,42
O8175,O58373,1
O85064,O91347,63
O45508,O65298,95
O83652,O37215,31
O62034,O4426,15
O61092,O90477,88
O85600,O94734,94
O28134,O24714,49
O58165,O16511,60
O22425,O3738,16
O37474,O43188,61
O81244,O90527,84
O26903,O39275,22
O94297,O66607,4
O54538,O2546,72
O7957,O14103,64
O13590,O11930,82
O48347,O2153,94
O79915,O42292,18
O96962,O50465,81
O52894,O50091,70
O18333,O50260,68
O66373,O57912,45
O20214,O8019,18
O71393,O25548,31
O8127,O14090,31
O35598,O58226,20
O94530,O72445,1
O78326,O53969,90
O7484,O51138,60
O83481,O38270,22
O98491,O16559,70
O37188,O93924,75
O16399,O13262,32
O13973,O2583,36
O11417,O93045,43
O91794,O31944,75
O58805,O1748,81
O38796,O51017,71
O22460,O52802,34
O28048,O93049,99
O32482,O8582,17
O72208,O57132,34
O87389,O56919,33
O30139,O29007,72
O84469,O8008,70
O28706,O33223,79
O66859,O96786,15
O92998,O55036,16
O24263,O49122,23
O75476,O2474,21
O64775,O46081,94
O49811,O95931,49
O71213,O10677,86
O25507,O54483,75
O74013,O19075,33
O15293,O79983,1
O90414,O76248,37
O4600,O65279,94
O55754,O23210,42
O70391,O92805,30
O70537,O3069,46
O80132,O61457,50
O71341,O73863,1
O54984,O75517,100
O83283,O10830,95
O90422,O41402,19
O94450,O73606,68
O76331,O45742,84
O43328,O35620,22
O59249,O15426,11
O30474,O86501,44
O99187,O13072,3
O82368,O18694,53
O10608,O81986,90
O76682,O23481,82
O96093,O39724,6
O38863,O72988,63
O53780,O23665,58
O89211,O38417,76
O57942,O92761,85
O81744,O32497,70
O45957,O63148,68
O84544,O99258,21
O27280,O69451,76
O6767,O63891,40
O82893,O52792,55
O50641,O67445,72
O57608,O24010,24
O70511,O41763,57
O40345,O25396,78
O28264,O82635,95
O83732,O4745,35
O95152,O17941,95
O18828,O58629,37
O47049,O81342,8
O89278,O10873,20
O68140,O38652,65
O22144,O54098,54
O35404,O58197,6
O26535,O1963,50
O68875,O23634,69
O31383,O29378,14
O50393,O69884,23
O65048,O8709,73
O8364,O78374,27
O37794,O16149,69
O52084,O97823,77
O47121,O51941,24
O37869,O45221,68
O23074,O84726,54
O2898,O35086,60
O31083,O83612,66
O33921,O72197,78
O89331,O90000,75
O85719,O54033,10
O34513,O26600,84
O18101,O86844,79
O78644,O3422,20
O69924,O6032,72
O47984,O70193,28
O21068,O30337,1
O3852,O86128,11
O36297,O82713,85
O36889,O88105,55
O9787,O44529,8
O45877,O98098,6
O27304,O98692,53
O2779,O59099,29
O88394,O72018,7
O4651,O42874,17
O97896,O57884,68
O93973,O5181,87
O5610,O13335,54
O56770,O60993,96
O51008,O30284,60
O57449,O31750,92
O43184,O42300,87
O744,O25177,25
O97999,O11580,77
O3290,O70054,9
O74423,O67690,11
O63340,O43944,91
O86209,O43033,52
O80064,O4371,97
O37440,O62848,97
O77624,O89879,32
O25432,O72551,85
O22756,O8755,93
O32285,O62932,52
O95882,O2098,48
O27084,O78974,35
O39386,O21473,100
O49091,O36998,9
O96559,O5800,62
O53732,O89124,24
O12478,O16450,49
O54878,O61571,41
O482,O17963,38
O87122,O15541,93
O94957,O33135,28
O7880,O36942,11
O10585,O47248,78
O3405,O44073,92
O93574,O12376,72
O39800,O45508,51
O96101,O63835,53
O1014,O35151,64
O13527,O96108,27
O85818,O54801,92
O85080,O95370,86
O8552,O26126,14
O4121,O63362,9
O5779,O67056,13
O27294,O40365,48
O59179,O8678,4
O37837,O99191,53
O44729,O72098,98
O60792,O28089,53
O96601,O23513,4
O37556,O75945,59
O43916,O99194,26
O34247,O68201,78
O63321,O48069,5
O33921,O24440,99
O90128,O4396,17
O19401,O60571,44
O65212,O16515,28
O98566,O95297,10
O44568,O66876,95
O43797,O53365,33
O62897,O87674,32
O49778,O99345,59
O10408,O82670,76
O15698,O37501,29
O43736,O34557,35
O60128,O43974,54
O19968,O15811,11
O84096,O30457,38
O25531,O90911,73
O96409,O44971,80
O904,O2885,62
O10460,O54598,30
O66903,O87445,87
O56984,O65799,91
O24258,O74533,29
O69279,O27782,49
O27277,O77118,13
O45582,O44641,8
O40984,O77012,4
O67962,O35634,53
O24950,O7960,82
O48223,O14941,85
O65702,O49383,89
O59262,O4787,56
O3941,O72299,73
O45254,O61256,43
O301,O98145,44
O84052,O55925,24
O63995,O43864,45
O43134,O56759,91
O10708,O37020,43
O3515,O21936,38
O73161,O73247,40
O93151,O95557,7
O1775,O22412,67
O59301,O36840,56
O95846,O62891,3
O74924,O77510,9
O6565,O67224,97
O7672,O37140,63
O83117,O33130,79
O81412,O83794,72
O23920,O8681,29
O53474,O10910,26
O1773,O22773,31
O88852,O57683,47
O63613,O42375,37
O6407,O86537,50
O64714,O76936,94
O99374,O27730,97
O74086,O57881,87
O44903,O90191,90
O75872,O28167,77
O72715,O14316,75
O4915,O6421,77
O21195,O33825,85
O74527,O55384,51
O3046,O28782,85
O58612,O92079,68
O26830,O43807,73
O57444,O13448,32
O74706,O2359,96
O50319,O64614,88
O58121,O9923,16
O53658,O22418,17
O49223,O64388,12
O28833,O22020,70
O12044,O82980,6
O87650,O44637,44
O53781,O33071,94
O71620,O16094,71
O92314,O48054,72
O11218,O74811,15
O10871,O51505,95
O5573,O53961,25
O79220,O16351,75
O3712,O39172,73
O17880,O58737,77
O27812,O31243,77
O51916,O7515,99
O81681,O19452,23
O11003,O53442,71
O70136,O92667,49
O85476,O75271,29
O62415,O48360,47
O89749,O65363,21
O96780,O51192,93
O9860,O3535,97
O92022,O87705,75
O5674,O66188,97
O56150,O27956,78
O70821,O90820,20
O74540,O10149,35
O27377,O29396,54
O84460,O98277,67
O4907,O8223,31
O20924,O62501,17
O87485,O17245,87
O66137,O37069,99
O49371,O33663,16
O10457,O51309,83
O8504,O35235,8
O33815,O69635,95
O23448,O34999,70
O37933,O64040,52
O70947,O29402,17
O54368,O67189,49
O92257,O16323,77
O73320,O71260,90
O26597,O2601,1
O93426,O86509,98
O50820,O81462,75
O20503,O87556,80
O21878,O28599,1
O71478,O80869,77
O8026,O78924,17
O53604,O34143,53
O5383,O54001,80
O30271,O37512,93
O4528,O39597,23
O54280,O95191,90
O15572,O15427,45
O37220,O61268,53
O56513,O78075,81
O70853,O23646,44
O79618,O55757,12
O54942,O70265,20
O59368,O39793,30
O59864,O26510,49
O40583,O77498,56
O89905,O88304,71
O59436,O21421,67
O26053,O13104,33
O91023,O96468,83
O25884,O16860,20
O65003,O65176,86
O86495,O57044,40
O86509,O49466,83
O75589,O98341,36
O77734,O60487,96
O3426,O98655,24
O409,O33675,36
O20115,O63190,86
O8647,O8571,21
O55179,O66406,94
O99659,O91950,16
O63883,O23621,96
O30735,O36986,100
O1565,O90710,15
O35375,O91239,50
O14713,O16649,91
O23778,O37264,74
O77095,O32113,53
O50830,O21218,40
O34603,O31493,75
O97436,O80030,98
O4422,O92277,57
O35495,O18102,49
O99045,O5275,24
O73417,O69121,62
O32100,O95783,21
O25803,O3026,82
O48610,O72109,82
O6685,O53122,66
O28076,O14606,85
O96059,O26577,98
O61113,O33775,40
O30860,O84893,88
O65609,O59763,17
O65829,O84912,51
O51711,O78286,77
O95444,O47627,76
O45655,O78063,76
O67298,O33600,13
O31780,O63738,99
O20774,O47181,24
O5949,O53313,9
O84304,O38347,12
O78660,O80563,39
O17763,O59778,93
O68585,O21753,96
O49045,O76344,68
O10410,O95981,58
O84960,O29553,16
O73867,O55219,82
O74665,O42394,90
O42513,O84593,63
O82443,O94855,59
O40197,O92760,82
O32717,O18207,19
